,0,1,2,3,4,5,6
783,인투 더 워터홀 앰플,수선화빈,25세,민감성,여,5,피부에 잘 흡수되어 찝찝하지 않고 건성+민감성인데 사용하기 좋아요!! 
784,인투 더 워터홀 앰플,dazzling08,29세,복합성,여,5,앰플로 영양 채워주는 느낌이였어요 너무 진뜩거리지 않고 원하는 제형있었고 향도 은은하미 괜찮았어요
785,인투 더 워터홀 앰플,지이금,25세,건성,여,5,피부의 모공과 유분기가 고민이라 저에게 맞는 좋은 제품을 찾은듯 건조하거나 습한 환경에서도 피부에 촉촉하고 보송보송한 케어가 됩니다 . 너무 맘에 들구요 요즘 거의 매일 하다싶이 사용중 입니다 추천 ~
786,인투 더 워터홀 앰플,구름맘맘,28세,복합성,여,5,가볍지만 수분감 있어서 겨울에 쓰기 너무 조아용 ㅎㅎ 지성분들이 쓰기도 좋고 저는 복합성인데 잘 맞았습니다!!
787,인투 더 워터홀 앰플,진숙8150,55세,중성,여,5,건조한 피부에 자극적이지도 얗고 또한 흡수도 잘되고 또한 끈적거림도 없고 너무 좋네요 또한 스포이드라 앰플 사용하기도 위생적이고 수분도 많고 촉촉하면서 부드러위요. 바르고 자고 나면 피부가 뽀송뽀송 한게 좋아요
788,인투 더 워터홀 앰플,수탱이,28세,복합성,여,5,"용기도 위생적이고 양조절 가능한 스포이드라 좋구요!  수분감 가득하지만 마무리감이 끈적이지 않고 산뜻하고, 흡수가 잘 돼서 레이어링하기 좋은 앰플입니다!!  자극적이지 않고 순해서 예민한 분들도 무난하게 사용할 수 있을것 같아요🫶 이거 하나만으로는 좀 부족할 수 있어서 다른 크림 같이 사용하면 딱 좋을 것 같습니다"
789,인투 더 워터홀 앰플,룰루링22,31세,복합성,여,3,무난한템이라고 생각되어요 재구매의사는없으나 그냥 앰플로 끈적이지 않고 예민 민감피부에도 무난히 쓸수있는듯합니다
790,인투 더 워터홀 앰플,밍밍000,25세,복합성,여,5,민감성 피부인데 자극적이지 않아서 좋아요 촉촉해요
791,인투 더 워터홀 앰플,황설탕,26세,복합성,여,5,"진짜진짜 너무 좋아요!!!!! 기름기 없이 속건조를 확실하게 잡아주고, 트러블도 진정시켜줘요. 다른 제품 잘못 사용해서 예민해진 피부도 이 앰플 쓰면 금방 진정이 되었어요. 정말 최고의 제품!"
792,인투 더 워터홀 앰플,먹태깡,25세,건성,여,5,"앰플크림 유목민인데 이거 모낭염 유발 성분도 없고  어제 계속 발라줘봤는데 뾰루지도 안나는듯 통2개 튜브1개에 만6처넌정도 했던거같아 가성비도조음 화해 쳐보면 얼굴 뒤집힌 사람 있긴한데 거기는 어떤 화장품이라도 다 1,2점 후기 많더라고 겁나 두껍게 바르면 때처럼 밀리는 현상은 있음 얇게바르면 없음"
793,인투 더 워터홀 앰플,웤콜홀릭,24세,복합성,여,4,제품 잘못사면 첨엔 촉촉하다가 나중에 건조해지는게 많은데 얘는 끝까지 촉촉해서 좋아요
794,인투 더 워터홀 앰플,haein0211,24세,복합성,여,5,촉촉하고 아직까지는 대만족이어요🥰  여름에 유분기 있는 제품 바르면 끈적거리는데 또 신경을 좀 덜 쓰면 에어컨 때문에 금방 건조해지더라구요.. 최근에 뭐가 오돌토돌 올라오면서 피부가 뒤집어졌다가 다시 슬슬 회복되는 중이었는데 이 제품이 많은 도움이 되었어요. 가벼운 제형이면서도 수분 공급에 최적화되어있는 것 같습니다. 추천해요!!
795,인투 더 워터홀 앰플,미라킴킴,29세,복합성,여,5,"속촉촉하고 비타민씨가 들어가서 수분보충, 화장하기전에 바르면 화장도 잘먹고 너무 만족하는 제품이예용"
796,인투 더 워터홀 앰플,대억수르,52세,지성,남,5,귀찮지만.... 노화 방지를 위해 사용했어요.^^ 끈적 거리지 않고 촉촉해서 좋아요... 흐르는 제형이라 바를 때도 뻑뻑하지 않고 좋습니다~
797,인투 더 워터홀 앰플,aries03,33세,복합성,여,5,지금 세통째 사용하는 제품입니다! 복합성 피부인지라 유수분 밸런스가 무너지면 푸석해보이고 속건조도 느껴지는데 이 앰플 꾸준히 사용하면 좋은 피부 컨디션 유지를 할 수 있어 계속 구매하게되는 것 같아요. 
798,인투 더 워터홀 앰플,스누,29세,복합성,여,4,샘플 받아서 사용해봤는데 적당히 촉촉하고 좋은거같아요~~향은 화장품향이 나는데 기분나쁜향이 아니라 기분좋은 향이였어요!쓰고나서 딱히 트러블은 없었구 오히려 트러블 들어간 느낌!약간 점도있는 콧물제형이라 흡수가 쪼으끔 느린거같은데 그래도 촉촉하니 좋았어용!!무난하게 쓰기 좋은 앰플 같습니당~
799,인투 더 워터홀 앰플,우리글로우픽,37세,지성,여,4,플로디카 크림도 너무 잘쓰고 있는데 너무 잘써서 앰플은 내돈 내산으로 구매했어요 지성피부인 저에겐 딱 좋아요 여름에도 쓸수 있을것 같고 순해서 트러블도 없고 딱 좋은 제품이에요 유분기도 없고 딱좋네요
800,인투 더 워터홀 앰플,꼼히,30세,복합성,여,5,가벼운 앰플인거 같아요 걱정없이 쓰는 앰플이에여 엄청 순해서 매일 밤 발라주고있어요 얼굴에 잘못 쓰면 트러블 엄청 나는데 이건 트러블이 많이 일어나진 않았어요 추천합니다!
801,인투 더 워터홀 앰플,냥냥펀칭,19세,복합성,여,5,앰플 즐겨쓰는 사람이 아닌데 이거 쓰고 반함요!! 끈적임 하나도 없고 진짜 촉촉해요 흡수도 빠르구요 화장하기 전에 기초로 발라주고 있어요! 진심 얼굴 촉촉 그 자체
802,인투 더 워터홀 앰플,온희,29세,건성,여,5,수분 부족형 건성  플로디카 기초라인 다 괜찮아요 트리트먼트라고 콧물 제형의 스킨 있는데 같이 쓰면 참 궁합이 좋네요 오랫동안 촉촉하고 향도 은은해서 성분도 순한거 같고 트러블도 안나요 기능성 화장품이 아닌 수분감만 주는 기초 라인 중에는 제일 좋은 것 같아요
803,인투 더 워터홀 앰플,쏘오야,31세,건성,여,5,플로디카 트리트먼트와 함께 사용하기 좋아요. 끈적임 없이 피부에 잘 스며들고 수분을 채워준다는 느낌이 드는 앰플이에요.
804,인투 더 워터홀 앰플,kaia001,29세,민감성,여,5,너무 좋아하는 앰플이에요! 이 제품 하나만 발라도 건조함이 없고 끈적임없이 피부에 바로 흡수되서 좋아요. 가벼워서 여름에 바르기도 좋고 사계절 내내 데일리 앰플로 기초단계에 발라주기 넘 좋아요.
805,인투 더 워터홀 앰플,didwoz,35세,지성,여,5,토너랑 같이 쓰면 시너지 좋아요  플로디카 토너+세럼+크림 조합 굳 
806,인투 더 워터홀 앰플,longlivehs,32세,중성,여,5,"이것도 샘플로 썼는데, 이것도 좋았어요. 산뜻! 여기 제품이 전체적으로 다 산뜻한건지 바르고 흡수하면 끈적임도 없고 미끌거리는 것도 없고 깔끔해서 좋아요 ㅎㅎ"
807,인투 더 워터홀 앰플,글로리#8xASLA,32세,복합성,남,5,"일반적인 기능성 앰플 제형이지만 가볍게 바를 수 있어서 사용이 편리했습니다  제형이 가볍고 발림성이 가벼웠던 만큼 그만큼 흡수도 빠르게 느껴졌고, 깔끔하게 별다른 잔여물이 없이 날아가 간편하게 케어하는 느낌을 받았습니다.  그래서 어느정도 유분기가 있는 복합성, 지성피부 분들에게 무겁지 않게 사용할 수 있는 제품이라 생각합니다  건성피부이신 분들에게도 간편하게 수분 충전용으로 사용하기 좋겠지만, 건성 정도에 따라 사용 빈도수가 달라질 것으로 보아 이점에서 약간의 호불호가 있을 것 같습니다  스킨케어 제품도 여러 가지를 사용할 경우, 피부가 무거움을 느끼기 마련인데 부담 없이 사용할 수 있는 점이 장점으로 느껴집니다"
808,인투 더 워터홀 앰플,hong2_,34세,복합성,여,4,"  베타인,베타글루칸,요엽후박나무껍질추출물,연꽃캘러스배양추출물,10종히알루론산이 주 성분으로 만들어 졌구요 조금 묽은 제형에 그렇게 가벼운 제형이 아닌대도 바를수록 토하지 않고 흡수도 빨라 계속 계속 먹어요 그치만 끈적임이 없어요😲 수분코어를 꽉 잡아 피부 장벽을 강화시켜 한여름 태양빛 아래에서도 생기있는 피부를 유지 시켜 준답니다 솔직히 수분제품 종류 엄청 많이 있잖아요 요즘에 요 아이가 자꾸 손이가요 위생적인 스포이드에 내용물이 보이는 좋아하는 케이스💛 백프로 사탕수수로 만든 친환경 종이로 만든 제품 상자로 포장 되어 있구요 무향이구 50ml랍니당~   "
809,인투 더 워터홀 앰플,프로코스메틱,49세,건성,여,5,"평가단에 당첨되어 사용해봤어요^^ 평소에 끈적이는 제품들이 보습이 잘된다고 생각했는데 이 앰플은 끈적이지 않고, 가벼운데 정말 촉촉했어요. 흡수도 굉장히 빠르게 되는 것 같아요. 향은 무향에 가까워서 냄새에 민감한 사람들에게도 좋을듯해요."
810,인투 더 워터홀 앰플,박로이로박,20세,지성,여,5,냄새 진하거나꙼̈ 별로라고 느끼면 잘 못쓰는편인데 향은 거의 무향에 가까울정도라서 좋았어요 늘 가볍고 흡수 잘된다던 앰플들 막상 써보면 끈적거리는게 많았었는데 이건 진짜 가볍고 안끈적거림!!!!가장좋은점인듯 ㅎㅎ이거 바르고 잔다음날에 화장 너무 잘머겅 굿굿 진정효과도 있는고같애!!! 나오려던 좁쌀들이̆̈ 다시 들어갓소  평가단으로 좋은 제품 사용해봐서 너무 조아용 감사함다
811,인투 더 워터홀 앰플,박재범은내꺼입니다,27세,복합성,여,5,"지금같은 날씨부터 여름철, 환절기에 쓰기 좋아요! 수분감이 많고 흡수가 다되어서도 건조하지 않고 그렇다고 끈적이지 않는 마무리감이에요. 저는 토너패드-이 앰플-가벼운 수딩크림 으로 요즘 루틴 잡아놨는데, 이렇게만 발라도 건조하지 않아요!  굳이 단점을 꼽자면 양이 좀 금방 줄어드는 느낌이네요!  그래도 손이 자주가고 데일리로 쓰기 좋아서 추천드립니다."
812,인투 더 워터홀 앰플,cocorm,26세,지성,여,5,수부지인 입장에서 여름에도 수분과 관련된 제품들을 발라야해요. 하지만 너무 무겁거나 번들거리면 손이 안가는데 이 제품은 마무리감까지 완벽합니다. 특히 흡수가 빠르고 마무리가 부드럽게 되어서 좋아요! 양도 많아서 굿굿👍🏻 냄새는 무향이라 참고하시면 좋을 것 같아요.
813,인투 더 워터홀 앰플,beboozyrun,30세,복합성,여,5,"향에 민감한 편인데 무향이라 좋았어요. 묽기만 하면 첨에 촉촉하다 건조해지는데, 우유 같이 아주 조금의 밀도가 있고 촉촉함이 오래가는 것 같아요! 여름에 쓰기 좋고, 저는 열감이 많아서 냉장고에 넣어두고 쓰는데, 좋아요~~!"
814,인투 더 워터홀 앰플,bbansse,20세,지성,여,5,지금까지 일주일 가량 써오면소 자극과 트러블은 없었구요 촉촉해서 건조함을 잘 잡아줘요 한 번만 레이어링 해도 수분감 괜찮구요 흡수는 느린 편이지만 완벽하게 쫙 흡수되면 끈적임도 없고 답답함도 없어요 이름값 하듯이 유분보다는 수분충전템인 것 같아요 유분감은 거의 없다고 보시면 돼요 따로 향을 첨가한 제품은 아닌 것 같네요 수분크림 하나만 덧발라주면 다음날까지도 보습은 문제 없어요 이 제품만 발라줘도 충분하긴 한데 저는 자주 바르는 편도 어니고 아직 쌀쌀하니까 좀 불안해서요 여름에 가볍게 사용하기 좋은 것 같아요 화장하기 전에 발라도 밀리거나 뜨는 제형은 아니에요
815,인투 더 워터홀 앰플,엔젤님,26세,복합성,여,4,유수분 밸런스가 적절한 앰플이였어요 일단 향에 제일 민감한 저는 향이 거의 없다는 점이 너무 좋았어요! 수분감도 괜찮고 너무 수분감만 있으면 나중에는 또 건조햐지고 그랬는데 이 제품은 앞서 말했듯이 유수분 밸런스가 좋은 제품으로 딱좋았숩니다! 이번에는 평가단으로 써보지만 다쓰고 나면 제가 직접 구매해서 사볼것같아요
816,인투 더 워터홀 앰플,ㅁㅇㅇㅇㅁ,30세,민감성,여,4,"평가단에 담청되어서 받은 상품입니다~ 수분감이 좋다고해서 그부분에 대해서 많이 기대를 하고 있었어요. 아침 저녁으로 발라줬고 앰플 바르고 로션바른 후 화장했습니다.  향도 많이 나지 않고, 수분감이 스킨보다 촉촉해서 기초로 쓰기 좋았어요! 제가 피부가 엄청 예민해서 조금만 피부에 안맞으면 바로 좁쌀이 올라오는데 이건 트러블도 없고 좋았습니다~ 끈적함도 없어서 더 좋았어요! "
817,인투 더 워터홀 앰플,yappi,40세,복합성,여,5,점도있는 유수분밸런스가 잘 잡힌 수분앰플이예요~!! 스포이드형태라 위생적으로 쓸수있어 좋고 향도 거의 무향이라서 좋네요. 세안후에 살짝 토너하고 바로 바르면 되는데 점도가 좀 있는편이라서 부드럽게 펴발라지더라구요. 전 세안직후에는 각질이 좀 일어나는 얼굴이 건조한 복합성 피부인데 땡기고 일어나는 피부를 싹 잠재워주는 느낌이라 좋네요. 질감에 비해선 흡수도 잘되고 부들부들한 편이예요. 끈적이지도 않고 그렇다고 너무 가볍지도 않아서 저같은 복합성피부에는 밸런스가 딱 적당한것 같아요. 근데 여름철 지성피부에는 조금 무거울수도 있겠어요. 극지성만아니면 수분충전용 베이스앰플로 괜찮은 제품이예요~!
818,인투 더 워터홀 앰플,알미언니,34세,건성,여,5,보습_ 묽음과 질음 사이정도의 제형으로 바르고나면 굉장히 보습감이 좋아요. 피부에 스며드는 느낌도 좋고 결이 매끈해집니다 발림성_ 묽지않기 때문에 너무 많이 바르면 헤비한 느낌이 들어서 두방울 정도만 펌핑하여 바르면 얼굴 전체에 잘 발려요 워터홀이라는 이름처럼 보습력 짱짱하고 속건조 잡히는데도 도움이 되는 앰플이라 좋아요 :)
819,인투 더 워터홀 앰플,biny,27세,건성,여,4,"- 향도 거의 없고 무향인데다 따가움도 느껴지지 않아서 민감한 피부도 매일 사용 가능할 것 같아요! - 속 건조를 잡아준다는 느낌은 받지 못했지만 바르는 즉시 촉촉하고 흡수가 잘 되는 점은 좋았어요! - 여름에 사용해도 무겁지 않고 뾰루지도 나지 않았어요! - 다른 제품과 번갈아가면서 아침에만 일주일 넘게 사용해주고 있는데 화장할 때 밀림현상은 느끼지 못했어요! - 아쉬운 점은 스포이드가 제 역할을 잘 못하는 것 같아요, 분명 스포이드를 눌렀는데 제품이 나오지 않고 두 번 쓰기에는 양이 많다는 점이 좀 보완돼서 나왔으면 좋겠어요! "
820,인투 더 워터홀 앰플,야조야,26세,민감성,여,4,"장점 1. 여름에 사용하기 좋은 가벼운 앰플이에요 극지성 피부여서 여름에는 수분이 가득하지만 가벼운 앰플이 필요한데, 딱 여름에 사용하기 좋아요 2. 자극적이지 않은 향 무향에 가까워서 첫 사용에 거부감이 없었어요 3. 순함 피부가 민감해서 조금이라도 자극적이면 피부가 따가운데, 이 제품은 그런게 없었어요! 단점 1. 용기 스포이드가 제 기능을 잘 못해요. 꾹 눌러도 적정한 양이 나오지 않아서 두 번 사용하면 바르기에 넘쳐요"
821,인투 더 워터홀 앰플,턱살쟁이,26세,건성,여,3,"이번에 평가단으로 당첨되어 사용해봤는데요, 잘 쓰고 있는데 사실 조금은 아쉽습니다. 촉촉하고 부드러운 텍스쳐인데 뭔가 피부 속까지 수분이 채워지는 느낌은 많이 들지 않았어요..ㅠㅠ 좀 겉도는 느낌이 있어서 속건조를 잡아주지는 못하는 것 같아요. 그래서 저같은 경우는 괄사 마사지할 때 이거 바르고 하고 있습니다. 부드러워서 마사지 해주기는 좋았어요!"
822,인투 더 워터홀 앰플,ilisseia,26세,복합성,여,4,향은 은은하게 나서 거의 안느껴져요. 제형은 에센스 같은 느낌입니다. 발랐을 때 엄청 촉촉한 느낌은 아니고 무난한 정도예요. 그래서 두 번 정도 발라주고 있습니다. 마무리감은 끈적임이 거의 없고 산뜻해서 좋아요.
823,인투 더 워터홀 앰플,미니팥붕어빵,26세,건성,여,5,글픽 체험단 이벤트 당첨되서 사용해봤어요! 속건조 고민 있으신 분들은 이제품 눈여겨봐도 좋을 것 같아요.  저는 건조해서 각질 부각되고 쉽게 들뜨는 피부라 피부화장 할 때 마다 고민이 많았거든요. 앰플이 수분감 가득한 제형이라 속부터 쫀쫀하게 채워줘서인지 각질부각이 많이 줄었어요! 개인적인 팁은 사용하는 건조한 선크림에 소량 섞어서 발라주면  찹찹 찰떡 밀착되다라구여! 
824,인투 더 워터홀 앰플,5oue,26세,복합성,여,5,요즘 건조해져서 크림만 발라도 피부가 갈라지는데 이 앰플 쓰고 나서는 수분+유분 다 채워줘서 피부가  쫀득쫀득해요… 제가 딱 원하던 앰플이에요 한번 쓰자마자 어?이거 너무 좋은데..소리가 나왔어요 성분은 순하고 너무 묽지 않아요.건성인분들에게  추천!!요즘 피부 좋아져서 화장하기도 편하고ㅎㅎ 여드름도 덜 나고 속건조가 사라져서 너무 좋습니다~ 
825,인투 더 워터홀 앰플,syjuknow,28세,민감성,여,3,저는 그렇게까지 좋은 점도 못 느꼈고 나쁜 점도 못 느껴서 쏘쏘입니다.
826,인투 더 워터홀 앰플,룰루링22,31세,복합성,여,3,무난한템이라고 생각되어요 재구매의사는없으나 그냥 앰플로 끈적이지 않고 예민 민감피부에도 무난히 쓸수있는듯합니다
827,인투 더 워터홀 앰플,턱살쟁이,26세,건성,여,3,"이번에 평가단으로 당첨되어 사용해봤는데요, 잘 쓰고 있는데 사실 조금은 아쉽습니다. 촉촉하고 부드러운 텍스쳐인데 뭔가 피부 속까지 수분이 채워지는 느낌은 많이 들지 않았어요..ㅠㅠ 좀 겉도는 느낌이 있어서 속건조를 잡아주지는 못하는 것 같아요. 그래서 저같은 경우는 괄사 마사지할 때 이거 바르고 하고 있습니다. 부드러워서 마사지 해주기는 좋았어요!"
828,인투 더 워터홀 앰플,지대넓얕,29세,복합성,여,3,수분앰플이라고 해서 쫀쫀제형에 속 깊은 곳을 채워주리라 생각함. 제형: 여름앰플이 타겟인지  점성이 거의 없는 스킨과 앰플그 어딘가..이정도면 에센스가 맞겠다.. 보습감:가볍고 또 가볍다.수부지인 본인도 잉스러운 보습력.. 향:향이 뭔가여..?할정도로 없음<-제일 맘에 드는 부분 총평: 지성피부에게 여름 앰플로 추천.그 외 타입은 보습이 부족하다고 느낄지도..?
829,인투 더 워터홀 앰플,육포군,30세,지성,남,3,#평가단리뷰 첫인상은 되게 끈적하고꾸덕한 앰플같았는데 막상 사용해보면 생각보다 묽다. 묽은 만큼 흡수는 진짜 빠르고 마무리도 깔끔하다. 유분감이 적어서 여름에 편하게 사용 할만 하다.  수분감이 부족하다는 점이 아쉽다 앰플보다는 콧물 스킨 바르는 것 같다
830,워터풀 히알루론산 세럼,글로리#s41wbF,22세,건성,여,4,촉촉한 앰플입니다. 가볍게 쓰기 좋아요. 화장 전에 쓰면 각질 안 떠서 좋고 속건조가 없어집니다 건성분들 추천합니다 
831,워터풀 히알루론산 세럼,글로리24,31세,건성,여,5,가볍게 바르기 좋아요! 끈적임없고 촉촉하게 흡수되어서 속보습을 채워주는 느낌이예요! 건성이신분들 기초화장단계에서 사용하시면 좋을 것 같아요ㅎㅎ
832,워터풀 히알루론산 세럼,율이뿅,31세,복합성,여,5,되게 순하고 무향인 제품이에요. 세럼이라 끈적일 거 같아서 걱정했는데 처음엔 조금 그러다가도 흡수력이 뛰어나서 피부 흡수된 이후엔 끈적임 없아짐! 피부에 수분이 차곡차곡 쌓이는 느낌이라 그 뒤에 아무 크림만 발라도 잘 맞는거 같아요! 지금 거의 한통 비어가는데 솔직히 피부가 건조해 지지도 않고 트러블도 안올라와서 강추!!
833,워터풀 히알루론산 세럼,말리지말랑카우,30세,민감성,여,4,순하고 괜찮은 제품 더 가벼운 제형을 원해서 다른걸 쓰지만 언제든 다시 사용할 수 있을꺼 같아요
834,워터풀 히알루론산 세럼,봄나누리,62세,복합성,여,5,여름에 수분은 부족한데 무거운거 바르니 피부가 답답해서 아침에 바를 용도로 구매했어요 아침에 퍼스트 에센스랑 이거 바르고 가벼운 수분크림만 발라주는 데 훨씬 피부가 덜 답답해요 잘 쓰고 있어요
835,워터풀 히알루론산 세럼,다방초코,31세,건성,여,5,가성비 대비 뛰어난 제품이라 자주 구매하는 제품입니다. 
836,워터풀 히알루론산 세럼,삼덕,28세,건성,여,4,속보습이 뛰어난 제품으로 유명해서 선택하게되었는데 제형자체가 가벼워서 피부속까지 케어가 안되지 않을까 걱정되는 마음으로 사용했는데 제형은 가벼운데 피부속 까지 흡수가 되서 건조함을 느끼지 못했어요!! 제형이 가벼워서 여름에 적극추천해요~~ 악건성 피부인데 제가 쓰기에도 건조함이 없어 너무 좋았어요
837,워터풀 히알루론산 세럼,돌랑아기,24세,건성,여,5,겨울에 건성이신 분들이 사용하면 완전 최고일 것 같은 수분세럼이에요. 히알루론산 성분이 함유된 수분세럼으로 악건성인 제 피부에는 진짜 너무너무 잘맞더라고요  맨날 기초 탄탄히 하고 촉촉한 베이스 제품을 발라도 살짝씩 뜨고 갈라지는 게 있어서 아쉬웠는데 에센스 대신 이 세럼 사용하니까 뜨는 건 아주 조금 남아있어도 갈라지는 건 없더라고요!! 그래서 매일 손이 가네요  데일리 수분 세럼 사용하시는 분들께 추천해요!!
838,워터풀 히알루론산 세럼,뽀카리스웨트,22세,건성,여,5,물처럼 흐르는 제형 여름에 가볍게 쓰기 좋고 피부 온도 잘 낮춰줌 속건조도 잘 잡히는 편
839,워터풀 히알루론산 세럼,말소,28세,민감성,여,3,친구가 너무좋다길래 사봤은데 흠..  좀 걷도는느씸이랄까? 촉촉함..어느정도 있는데 흡수가 잘되는건가 싶었음  너무 꾸덕하지않아서 여름에쓰기좋을꺼같아요  순해서 트러블은 안났고 기름진 느낌은 거의없었음 음..나쁘지않다 ~이정도  
840,워터풀 히알루론산 세럼,ㅇㅅㅇㅈㄷㅎㅈ,25세,건성,여,5,진짜 좋아요 주미소 히알루론산 스킨은 너무 찐득하고 화장할 때 밀려서 손이 잘 안갔는데 세럼은 찐득함 없이 싼듯하게 흡수되고 속건조 싹 잡아주네요.. 진짜 최고 스킨 바르고 세럼 바르고 바로 화장하묜 하루종일 안 건조하고 기름도 안 올라오고 진짜 최고!!
841,워터풀 히알루론산 세럼,moong,32세,복합성,여,5,"수부지 피부타입이라서 수분감이 부족한 날이 대부분이다보니까 그만큼 유분감이 많이 올라오고,, 밸런스가 깨질 때가 많더라구요  세럼들이 워낙 가벼운 경우엔 바르고나면 건조할 수 있는데 저, 중, 고분자 히알루론산 덕분에 각각의 피부층에 알맞게 샥 스며들어서 건조한 계절이면 더 걱정되는 속건조를 잡는데 좋았어요!  제형이 묽은 편이라서 사르륵 흐르는 편인데 촉촉하면서 가볍게 흡수되어요 스포이드라서 또르륵 양조절도 간편하고 성분이 순해서 민감성이거나 예민해진 피부 상태에서도 잘 사용할 수 있었어요 수분세럼으로 찰떡이라서 촉촉하게+순하게 쓸 수 있어요"
842,워터풀 히알루론산 세럼,주연급리뷰실력,30세,복합성,여,5,브랜드이름이나 디자인에서 좀 기대는 안했는데 생각보다 더 좋았어요 글픽에서 인기인 이유가 있는거같아요~💙히알루론산 앰플인데 거의 히알 토너랑 비슷한 점성이에요 끈적거리지 않고 막씌우는 느낌이 매우 적어서 여름에 사용하기에 좋아요 제가 모공막으면 바로 좁쌀나는데 이제품은 대부분의날에 거의 괜찮았어요. 판테놀 들어가있어서 각질제거하거나 화장후 이중세안 한 날 약간의 진정+시원한 수분+장벽회복용으로 사용하기 좋은 거 같아요! 봄철부터 사용했는데 촉촉함 딸리지 않는 크림과 사용했을때 당김도 전혀 없었구요 제형에 비해서 수분감이 오래가는거같아요~^^ 밀림도 없어요! 이즈앤트리 히알루론산 앰플보다 이제품이 더 괜찮은듯해요 피부탄력 많이 딸려서 탱글거리는게 좋은분들은 이즈앤트리로 가세오
843,워터풀 히알루론산 세럼,tjgml930,29세,복합성,여,4,요즘 여름인데도 피부가 건조해서 세럼을 찾는데 이 제품은 히알루론산 함류가 되어 스킨이랑 섞어 바르기 좋아요
844,워터풀 히알루론산 세럼,룰루빛,29세,민감성,여,5,워터리한 세럼 제형으로 흐르는 타입이에요. 본인은 수부지 민감성 피부인데 이 제품이 수분감이 많아서 흡수되고 나면 남는거 없이 촉촉하게 속건조를 잡아줍니다. 향은 거의 없고 유분감 없어서 수부지 분들 여름에 쓰셔도 될 것 같아요. 단독으로 사용하면 조금 건조하다 느낄 수 있으니 여러번 덧바르거나 다른 수분 크림 사용하시면 딱 일 것 같아요. 트러블 없었고 아주 만족스럽게 잘 사용하고 있어요!
845,워터풀 히알루론산 세럼,끼리맘,39세,건성,여,5,스킨 대신 이걸로 대체하기도. 물처럼 흐르는 제형의 세럼. 기초화장 때 사용하기 괜찮은 수분감. 
846,워터풀 히알루론산 세럼,쵸니,33세,복합성,여,5,산뜻한 수분세럼이에요! 여름에 특히 잘썼어요. 끈적이지 않고 흡수잘돼요 화장도 잘먹음 :)
847,워터풀 히알루론산 세럼,글로리#GHu321,28세,건성,여,5,이거 쓰고 밤에 잠든 다음 날에는 물광 주사 맞은 것처럼 얼굴이 확실히 하얘져요 소 건조 없어지고 저 건성인데 다른 거 못써요 완전 강추입니다 이름 그 자체 워터 풀 히알루론산 가득인 새롬이에요!!!
848,워터풀 히알루론산 세럼,먹물먹은함아,30세,복합성,여,5,아침저녁으로 세안 후 세번정도 레이어링해서 흡수시켜주니 속광이 대박이였어요! 메이크업전에 웰라쥬 히알루론산 세럼 흡수시켜주고 가벼운 크림하나바른 후 메이크업하면 들뜸없이 피부표현 짱짱!!
849,워터풀 히알루론산 세럼,으키키요,25세,지성,여,5,향은 무향이라 향에 민감한분들도 부담없이 사용할 수 있을거같아요! 빠르게 흡수되는 제형이라서  담단계 화장품 바를때 흡수시키는 시간이 단축되서 이것또한 편합니다~ 무겁고 찐득함 없이 얇고 가벼우면서 매끄럽게 발리는게 장점!
850,워터풀 히알루론산 세럼,은주랑,54세,건성,여,5,속부터 탄탄한 수분을 채워주는 건조한 봄철에 제격신 제품이네요.
851,워터풀 히알루론산 세럼,구보님,26세,지성,여,5,약간 지성인데 겨울에 되면 건조가 심해지고 다른 계절엔 그냥 평범해요   겨울에 볼 앞쪽이 갈라지고 건조한게 심해서 스킨 바를때부터 따끔따끔 거리는게 일상입니다 ㅠ  그러다가 기초라인을 주미소 스킨 주미소 에센스로  바꿔봤는데 웰라쥬랑 비슷한거같으면서도  웰라쥬보다 더 점성있고 쫀쫀한게  웰라쥬때는 몇 겹 올려 발랐다면  얘는 한 번에 금새 수분감이 채워지는거 같았어요  웰라쥬도 좋은데 주미소가 더 좋네요  유분은 늘고 싶지 않은데 속은 많이 건조하다? > 주미소 스킨 에센스로 갈아타시면 됩니당 .. 
852,워터풀 히알루론산 세럼,tlqkddl,27세,건성,여,4,잇ㅊㅅ킨 감초줄렌 앰플이랑 굉장히 비슷한데 그것보다 속건조에서 더 효과를 봤어요! 이거 하나면 속건조는 끝이다 정도는 아니지만 꽤 개선이 되어 만족스러웠습니다! 가성비 훌륭한거 같아요!  민감 피부인데 피부 불편감도 전혀 없었습니다!
853,워터풀 히알루론산 세럼,JAJAJAJA,28세,지성,여,5,쏜쏜하게 채워주는 세럼이에요. 끈적임 없이 보습잘되서 만족합니다.
854,워터풀 히알루론산 세럼,김커피,34세,중성,여,5,정말 잘 만든 제품이에요. 여름에 스킨 대신 이 세럼부터 발랐어요. 히알루론산 제품이 사실 비쌀 이유가 없다고 생각하는데이 제품이 그러한 저의 생각에 확신을 주었어요. 
